Date,Open,High,Low,Close,Adj Close,Volume
1998-04-24,null,null,null,null,null,null
1998-04-27,null,null,null,null,null,null
1998-04-28,null,null,null,null,null,null
1998-04-29,null,null,null,null,null,null
1998-04-30,20.738001,20.738001,20.738001,20.738001,4.391127,0
1998-05-01,null,null,null,null,null,null
1998-05-04,null,null,null,null,null,null
1998-05-05,null,null,null,null,null,null
1998-05-06,null,null,null,null,null,null
1998-05-07,null,null,null,null,null,null
1998-05-08,null,null,null,null,null,null
1998-05-11,null,null,null,null,null,null
1998-05-12,null,null,null,null,null,null
1998-05-13,null,null,null,null,null,null
1998-05-14,null,null,null,null,null,null
1998-05-15,null,null,null,null,null,null
1998-05-18,null,null,null,null,null,null
1998-05-19,null,null,null,null,null,null
1998-05-20,null,null,null,null,null,null
1998-05-21,null,null,null,null,null,null
1998-05-22,null,null,null,null,null,null
1998-05-25,null,null,null,null,null,null
1998-05-26,null,null,null,null,null,null
1998-05-27,null,null,null,null,null,null
1998-05-28,null,null,null,null,null,null
1998-05-29,21.061399,21.061399,21.061399,21.061399,4.459605,0
1998-06-01,null,null,null,null,null,null
1998-06-02,null,null,null,null,null,null
1998-06-03,null,null,null,null,null,null
1998-06-04,null,null,null,null,null,null
1998-06-05,null,null,null,null,null,null
1998-06-08,null,null,null,null,null,null
1998-06-09,null,null,null,null,null,null
1998-06-10,null,null,null,null,null,null
1998-06-11,null,null,null,null,null,null
1998-06-12,null,null,null,null,null,null
1998-06-15,null,null,null,null,null,null
1998-06-16,null,null,null,null,null,null
1998-06-17,null,null,null,null,null,null
1998-06-18,null,null,null,null,null,null
1998-06-19,null,null,null,null,null,null
1998-06-22,null,null,null,null,null,null
1998-06-23,null,null,null,null,null,null
1998-06-24,null,null,null,null,null,null
1998-06-25,null,null,null,null,null,null
1998-06-26,null,null,null,null,null,null
1998-06-29,null,null,null,null,null,null
1998-06-30,20.262300,20.262300,20.262300,20.262300,4.290401,0
1998-07-01,null,null,null,null,null,null
1998-07-02,null,null,null,null,null,null
1998-07-03,null,null,null,null,null,null
1998-07-06,null,null,null,null,null,null
1998-07-07,null,null,null,null,null,null
1998-07-08,null,null,null,null,null,null
1998-07-09,null,null,null,null,null,null
1998-07-10,null,null,null,null,null,null
1998-07-13,null,null,null,null,null,null
1998-07-14,null,null,null,null,null,null
1998-07-15,null,null,null,null,null,null
1998-07-16,null,null,null,null,null,null
1998-07-17,null,null,null,null,null,null
1998-07-20,null,null,null,null,null,null
1998-07-21,null,null,null,null,null,null
1998-07-22,null,null,null,null,null,null
1998-07-23,null,null,null,null,null,null
1998-07-24,null,null,null,null,null,null
1998-07-27,null,null,null,null,null,null
1998-07-28,null,null,null,null,null,null
1998-07-29,null,null,null,null,null,null
1998-07-30,null,null,null,null,null,null
1998-07-31,21.803400,21.803400,21.803400,21.803400,4.616717,0
1998-08-03,null,null,null,null,null,null
1998-08-04,null,null,null,null,null,null
1998-08-05,null,null,null,null,null,null
1998-08-06,null,null,null,null,null,null
1998-08-07,null,null,null,null,null,null
1998-08-10,null,null,null,null,null,null
1998-08-11,null,null,null,null,null,null
1998-08-12,null,null,null,null,null,null
1998-08-13,null,null,null,null,null,null
1998-08-14,null,null,null,null,null,null
1998-08-17,null,null,null,null,null,null
1998-08-18,null,null,null,null,null,null
1998-08-19,null,null,null,null,null,null
1998-08-20,null,null,null,null,null,null
1998-08-21,null,null,null,null,null,null
1998-08-24,null,null,null,null,null,null
1998-08-25,null,null,null,null,null,null
1998-08-26,null,null,null,null,null,null
1998-08-27,null,null,null,null,null,null
1998-08-28,null,null,null,null,null,null
1998-08-31,20.576200,20.576200,20.576200,20.576200,4.356867,0
1998-09-01,null,null,null,null,null,null
1998-09-02,null,null,null,null,null,null
1998-09-03,null,null,null,null,null,null
1998-09-04,null,null,null,null,null,null
1998-09-07,null,null,null,null,null,null
1998-09-08,null,null,null,null,null,null
1998-09-09,null,null,null,null,null,null
1998-09-10,null,null,null,null,null,null
1998-09-11,null,null,null,null,null,null
1998-09-14,null,null,null,null,null,null
1998-09-15,null,null,null,null,null,null
1998-09-16,null,null,null,null,null,null
1998-09-17,null,null,null,null,null,null
1998-09-18,null,null,null,null,null,null
1998-09-21,null,null,null,null,null,null
1998-09-22,null,null,null,null,null,null
1998-09-23,null,null,null,null,null,null
1998-09-24,null,null,null,null,null,null
1998-09-25,null,null,null,null,null,null
1998-09-28,null,null,null,null,null,null
1998-09-29,null,null,null,null,null,null
1998-09-30,19.358601,19.358601,19.358601,19.358601,4.099049,0
1998-10-01,null,null,null,null,null,null
1998-10-02,null,null,null,null,null,null
1998-10-05,null,null,null,null,null,null
1998-10-06,null,null,null,null,null,null
1998-10-07,null,null,null,null,null,null
1998-10-08,null,null,null,null,null,null
1998-10-09,null,null,null,null,null,null
1998-10-12,null,null,null,null,null,null
1998-10-13,null,null,null,null,null,null
1998-10-14,null,null,null,null,null,null
1998-10-15,null,null,null,null,null,null
1998-10-16,null,null,null,null,null,null
1998-10-19,null,null,null,null,null,null
1998-10-20,null,null,null,null,null,null
1998-10-21,null,null,null,null,null,null
1998-10-22,null,null,null,null,null,null
1998-10-23,null,null,null,null,null,null
1998-10-25,null,null,null,null,null,null
1998-10-26,null,null,null,null,null,null
1998-10-27,null,null,null,null,null,null
1998-10-28,null,null,null,null,null,null
1998-10-29,20.167200,20.167200,20.167200,20.167200,4.270264,0
1998-11-01,null,null,null,null,null,null
1998-11-02,null,null,null,null,null,null
1998-11-03,null,null,null,null,null,null
1998-11-04,null,null,null,null,null,null
1998-11-05,null,null,null,null,null,null
1998-11-08,null,null,null,null,null,null
1998-11-09,null,null,null,null,null,null
1998-11-10,null,null,null,null,null,null
1998-11-11,null,null,null,null,null,null
1998-11-12,null,null,null,null,null,null
1998-11-15,null,null,null,null,null,null
1998-11-16,null,null,null,null,null,null
1998-11-17,null,null,null,null,null,null
1998-11-18,null,null,null,null,null,null
1998-11-19,null,null,null,null,null,null
1998-11-22,null,null,null,null,null,null
1998-11-23,null,null,null,null,null,null
1998-11-24,null,null,null,null,null,null
1998-11-25,null,null,null,null,null,null
1998-11-26,null,null,null,null,null,null
1998-11-29,22.659500,22.659500,22.659500,22.659500,4.797990,0
1998-11-30,null,null,null,null,null,null
1998-12-01,null,null,null,null,null,null
1998-12-02,null,null,null,null,null,null
1998-12-03,null,null,null,null,null,null
1998-12-06,null,null,null,null,null,null
1998-12-07,null,null,null,null,null,null
1998-12-08,null,null,null,null,null,null
1998-12-09,null,null,null,null,null,null
1998-12-10,null,null,null,null,null,null
1998-12-13,null,null,null,null,null,null
1998-12-14,null,null,null,null,null,null
1998-12-15,null,null,null,null,null,null
1998-12-16,null,null,null,null,null,null
1998-12-17,null,null,null,null,null,null
1998-12-20,null,null,null,null,null,null
1998-12-21,null,null,null,null,null,null
1998-12-22,null,null,null,null,null,null
1998-12-23,null,null,null,null,null,null
1998-12-24,null,null,null,null,null,null
1998-12-27,null,null,null,null,null,null
1998-12-28,null,null,null,null,null,null
1998-12-29,null,null,null,null,null,null
1998-12-30,23.401600,23.401600,23.401600,23.401600,4.955125,0
1998-12-31,null,null,null,null,null,null
1999-01-03,23.620300,23.620300,23.211300,23.457701,4.967006,1665853
1999-01-04,23.896200,23.896200,23.506201,23.772600,5.033682,3786499
1999-01-05,24.200600,24.200600,23.829599,24.042700,5.090874,2860737
1999-01-06,25.351700,25.351700,24.181601,25.227100,5.341661,6024488
1999-01-07,25.161400,25.161400,24.772400,25.018700,5.297535,2390243
1999-01-10,25.180500,25.180500,24.638201,24.657200,5.220991,2220165
1999-01-11,24.581100,24.581100,24.352800,24.577299,5.204072,2473687
1999-01-12,24.419399,24.419399,23.953300,23.963800,5.074170,4169851
1999-01-13,24.352800,24.352800,23.686899,24.115000,5.106184,2434442
1999-01-14,23.981800,23.981800,23.791599,23.943800,5.069931,1822691
1999-01-17,24.257700,24.257700,23.972300,24.181601,5.120285,1930214
1999-01-18,24.828501,24.828501,24.267200,24.733400,5.237124,1672301
1999-01-19,25.037800,25.037800,24.543100,24.932199,5.279220,2271487
1999-01-20,25.209000,25.209000,24.752399,24.962601,5.285655,2623414
1999-01-21,25.028200,25.028200,24.714300,25.018700,5.297535,3126343
1999-01-24,24.923599,24.923599,24.666800,24.727600,5.235898,1093245
1999-01-25,null,null,null,null,null,null
1999-01-26,25.494400,25.494400,24.733400,24.837999,5.259273,6245572
1999-01-27,25.304100,25.304100,24.914101,25.285101,5.353941,5545562
1999-01-28,25.751200,25.751200,25.351700,25.388800,5.375901,16563546
1999-01-31,25.732201,25.732201,25.494400,25.564800,5.413168,1976891
1999-02-01,25.675100,25.675100,25.304100,25.380199,5.374079,1694447
1999-02-02,25.494400,25.494400,25.266100,25.304100,5.357966,2801453
1999-02-03,25.541901,25.541901,25.285101,25.399200,5.378102,1963715
1999-02-04,25.384001,25.384001,24.971201,25.113899,5.317692,2150395
1999-02-07,25.028200,25.028200,24.619200,24.646799,5.218788,2031509
1999-02-08,24.733400,24.733400,24.400400,24.590700,5.206908,2004565
1999-02-09,24.590700,24.590700,24.224400,24.224400,5.129348,2283925
1999-02-10,24.466999,24.466999,24.067400,24.442200,5.175467,3796264
1999-02-11,25.132900,25.132900,24.543100,25.069201,5.308228,4771048
1999-02-14,25.199499,25.199499,24.714300,25.066299,5.307615,1516549
1999-02-15,25.209000,25.209000,24.885500,25.066299,5.307615,1452129
1999-02-16,25.256500,25.256500,25.047300,25.082500,5.311045,2293016
1999-02-17,25.066299,25.066299,24.837999,25.037800,5.301579,1658277
1999-02-18,25.342199,25.342199,24.999701,25.323099,5.361989,7303419
1999-02-21,25.351700,25.351700,25.018700,25.151899,5.325738,7673203
1999-02-22,25.618000,25.618000,25.313601,25.580000,5.416386,2104474
1999-02-23,26.084200,26.084200,25.589500,25.960501,5.496954,3767108
1999-02-24,26.036600,26.036600,25.835899,25.846300,5.472773,7729401
1999-02-25,25.803499,25.803499,25.503901,25.541901,5.408319,9544765
1999-02-28,26.055599,26.055599,25.606600,25.969999,5.498967,1531112
1999-03-01,25.903400,25.903400,25.772200,25.772200,5.457082,2971072
1999-03-02,25.922400,25.922400,25.637100,25.637100,5.428476,1330096
1999-03-03,25.637100,25.637100,25.351700,25.603800,5.421425,1119935
1999-03-04,26.027100,26.027100,25.779800,26.017599,5.509046,1240093
1999-03-07,26.474199,26.474199,26.112700,26.431400,5.596664,1714023
1999-03-08,26.588400,26.588400,26.302999,26.530300,5.617606,1979552
1999-03-09,26.864201,26.864201,26.407600,26.731001,5.660100,2182625
1999-03-10,27.073500,27.073500,26.464701,26.968901,5.710475,5224286
1999-03-11,27.263800,27.263800,26.635900,26.689199,5.651252,1472907
1999-03-14,27.011700,27.011700,26.597900,27.011700,5.719538,3202965
1999-03-15,27.130600,27.130600,26.873699,27.101999,5.738659,3252335
1999-03-16,27.187700,27.187700,26.702499,26.721500,5.658091,2650162
1999-03-17,26.826200,26.826200,26.540800,26.616899,5.635942,1943280
1999-03-18,27.045000,27.045000,26.674000,26.968901,5.710475,2614166
1999-03-21,27.159100,27.159100,26.778601,27.035400,5.724558,2071468
1999-03-22,27.206699,27.206699,27.006901,27.140100,5.746725,2574598
1999-03-23,27.073500,27.073500,26.854700,26.883200,5.692329,2777795
1999-03-24,27.083000,27.083000,26.873699,27.008801,5.718924,1789806
1999-03-25,27.206699,27.206699,27.025000,27.025000,5.722353,4246984
1999-03-29,26.968901,26.968901,26.455200,26.597900,5.631920,7593680
1999-03-30,27.206699,27.206699,26.635900,27.108700,5.740077,3192053
1999-03-31,27.444500,27.444500,27.035400,27.254200,5.770886,3646975
1999-04-01,27.339899,27.339899,26.997400,27.301800,5.780965,1811476
1999-04-02,null,null,null,null,null,null
1999-04-05,null,null,null,null,null,null
1999-04-06,27.492100,27.492100,27.330400,27.396900,5.801102,2207380
1999-04-07,27.511101,27.511101,27.301800,27.349400,5.791044,1045317
1999-04-08,27.672800,27.672800,27.396900,27.396900,5.801102,1425551
1999-04-09,27.539600,27.539600,27.349400,27.492100,5.821260,1826100
1999-04-12,27.492100,27.492100,27.206699,27.396900,5.801102,1851763
1999-04-13,28.015301,28.015301,27.511101,27.863100,5.899816,1988707
1999-04-14,28.062799,28.062799,27.587200,28.053301,5.940090,2968163
1999-04-15,28.414801,28.414801,27.920099,28.205500,5.972319,2080421
1999-04-16,28.197001,28.197001,27.882099,28.163700,5.963469,2291766
1999-04-19,27.986700,27.986700,27.863100,27.906799,5.909070,1738969
1999-04-20,27.825001,27.825001,27.691799,27.777500,5.881691,2294903
1999-04-21,28.015301,28.015301,27.739401,27.996201,5.928001,3353394
1999-04-22,28.671600,28.671600,28.082800,28.671600,6.071012,3219423
1999-04-23,28.804800,28.804800,28.490900,28.579399,6.051487,2401033
1999-04-26,28.538500,28.538500,28.357700,28.424299,6.018645,949924
1999-04-27,28.528999,28.528999,28.357700,28.443300,6.022669,2872111
1999-04-28,28.538500,28.538500,28.158001,28.258801,5.983605,2717594
1999-04-29,28.243601,28.243601,28.034300,28.167500,5.964270,3978460
1999-04-30,28.443300,28.443300,27.844000,27.986700,5.925988,20201380
1999-05-03,27.920099,27.920099,27.492100,27.587200,5.841397,1957599
1999-05-04,27.960100,27.960100,27.282801,27.339899,5.789034,1987178
1999-05-05,27.178101,27.178101,26.683500,26.693001,5.652057,4281806
1999-05-06,26.930799,26.930799,26.017599,26.160299,5.539260,4518316
1999-05-07,25.676100,25.676100,24.352800,24.533600,5.194818,9184629
1999-05-10,25.351700,25.351700,24.685801,24.685801,5.227046,4555013
1999-05-11,24.923599,24.923599,24.295799,24.495501,5.186752,2782794
1999-05-12,24.799900,24.799900,24.276699,24.448000,5.176693,2611346
1999-05-13,25.161400,25.161400,24.172100,24.913099,5.275176,3451312
1999-05-14,25.513399,25.513399,25.256500,25.399200,5.378102,3360214
1999-05-17,24.733400,24.733400,24.248199,24.257700,5.136398,2499973
1999-05-18,24.780899,24.780899,24.267200,24.324301,5.150501,2242619
1999-05-19,24.590700,24.590700,23.877199,23.979900,5.077576,5933453
1999-05-20,24.524099,24.524099,23.820101,23.820101,5.043741,7494011
1999-05-21,24.021799,24.021799,23.449100,24.021799,5.086448,4284074
1999-05-24,24.400400,24.400400,23.639400,23.877199,5.055830,1902916
1999-05-25,23.734501,23.734501,23.382500,23.412001,4.957328,3100376
1999-05-26,23.934299,23.934299,23.287399,23.637501,5.005075,2793825
1999-05-27,24.059799,24.059799,23.639400,23.715500,5.021591,3018943
1999-05-28,23.686899,23.686899,23.325500,23.603201,4.997811,5299869
1999-05-31,24.238701,24.238701,23.705999,24.218700,5.128139,1897084
1999-06-01,24.809500,24.809500,24.162600,24.609699,5.210931,2314897
1999-06-02,24.685801,24.685801,24.448000,24.495501,5.186752,3131952
1999-06-03,24.733400,24.733400,24.162600,24.733400,5.237124,3028069
1999-06-04,24.971201,24.971201,24.590700,24.688601,5.227639,2494567
1999-06-07,25.304100,25.304100,24.780899,25.304100,5.357966,2756227
1999-06-08,25.541901,25.541901,24.875999,24.965500,5.286270,2051734
1999-06-09,25.123400,25.123400,24.685801,25.123400,5.319704,1487893
1999-06-10,25.151899,25.151899,24.809500,24.847500,5.261284,1754104
1999-06-11,24.685801,24.685801,24.077000,24.162600,5.116262,2836716
1999-06-14,null,null,null,null,null,null
1999-06-15,24.305300,24.305300,23.772600,23.882000,5.056847,2134639
1999-06-16,23.924801,23.924801,23.639400,23.725000,5.023603,2846538
1999-06-17,24.638201,24.638201,24.162600,24.515499,5.190988,3336836
1999-06-18,25.161400,25.161400,24.685801,24.771400,5.245173,16762488
1999-06-21,25.066299,25.066299,24.685801,24.733400,5.237124,16542627
1999-06-22,24.819000,24.819000,24.476500,24.600201,5.208921,2182240
1999-06-23,24.733400,24.733400,24.476500,24.581100,5.204876,3164787
1999-06-24,24.534500,24.534500,24.172100,24.210100,5.126318,3232348
1999-06-25,24.305300,24.305300,23.905701,24.006599,5.083230,7562204
1999-06-28,23.829599,23.829599,23.496700,23.725000,5.190392,4554694
1999-06-29,24.238701,24.238701,23.658400,24.200600,5.294439,3309455
1999-06-30,24.524099,24.524099,23.686899,23.782101,5.202884,3554339
1999-07-01,24.495501,24.495501,23.791599,23.829599,5.213274,3568726
1999-07-02,24.019899,24.019899,23.801100,23.858200,5.219532,3755519
1999-07-05,24.172100,24.172100,23.934299,24.046499,5.260726,3268348
1999-07-06,24.267200,24.267200,23.829599,23.829599,5.213274,2087521
1999-07-07,23.877199,23.877199,23.354000,23.696400,5.184134,2324260
1999-07-08,23.993200,23.993200,23.325500,23.392000,5.117540,2638777
1999-07-09,23.306400,23.306400,22.878300,22.973499,5.025983,4371549
1999-07-12,23.163700,23.163700,22.992500,23.021000,5.036375,2916426
1999-07-13,23.420601,23.420601,23.040100,23.190399,5.073436,2887352
1999-07-14,23.306400,23.306400,22.840300,22.869801,5.003297,3194773
1999-07-15,23.182800,23.182800,22.830799,22.973499,5.025983,2899793
1999-07-16,23.116199,23.116199,22.640499,22.824100,4.993299,3786460
1999-07-19,23.097099,23.097099,22.545401,22.925900,5.015570,3275053
1999-07-20,23.354000,23.354000,22.697599,23.306400,5.098813,5038654
1999-07-21,23.848600,23.848600,23.002001,23.782101,5.202884,2494648
1999-07-22,24.172100,24.172100,23.496700,23.575600,5.157707,3133318
1999-07-23,23.401600,23.401600,23.030600,23.182800,5.071773,2470190
1999-07-26,23.163700,23.163700,22.669100,22.981100,5.027646,1928040
1999-07-27,23.201799,23.201799,22.830799,23.011499,5.034297,1310141
1999-07-28,23.258900,23.258900,22.909700,22.909700,5.012026,1973762
1999-07-29,23.068600,23.068600,22.792700,22.821301,4.992686,1841206
1999-07-30,22.707100,22.707100,22.212500,22.260000,4.869889,15312053
1999-08-02,22.145901,22.145901,21.831900,21.965099,4.805372,3348196
1999-08-03,22.545401,22.545401,21.908001,22.307600,4.880302,4456444
1999-08-04,22.336100,22.336100,21.984100,22.158199,4.847618,4220641
1999-08-05,22.621500,22.621500,22.164900,22.193399,4.855319,4690398
1999-08-06,22.402700,22.402700,21.927099,22.069700,4.828256,3920723
1999-08-09,22.012699,22.012699,21.451401,21.689199,4.745012,2384202
1999-08-10,21.775801,21.775801,21.261200,21.337299,4.668027,5094660
1999-08-11,21.660700,21.660700,21.213600,21.431400,4.688613,5457011
1999-08-12,21.927099,21.927099,21.594101,21.679701,4.742933,4454281
1999-08-13,22.022200,22.022200,21.736799,21.963200,4.804958,3352187
1999-08-16,22.634800,22.634800,22.212500,22.634800,4.951886,2780095
1999-08-17,22.640499,22.640499,22.260000,22.260000,4.869889,2570464
1999-08-18,22.773701,22.773701,22.307600,22.421700,4.905264,3045931
1999-08-19,22.688101,22.688101,22.269501,22.545401,4.932327,2696709
1999-08-20,22.545401,22.545401,22.336100,22.412201,4.903187,1950791
1999-08-23,22.830799,22.830799,22.497801,22.830799,4.994763,1787521
1999-08-24,23.258900,23.258900,22.916401,23.101900,5.054073,3330850
1999-08-25,23.439600,23.439600,23.078100,23.156099,5.065931,2232792
1999-08-26,23.525200,23.525200,23.325500,23.496700,5.140446,3960019
1999-08-27,23.782101,23.782101,23.354000,23.515699,5.144603,6879400
1999-08-30,23.401600,23.401600,23.135201,23.294100,5.096123,1440689
1999-08-31,23.106600,23.106600,22.459801,22.535900,4.930248,2583984
1999-09-01,23.030600,23.030600,22.450300,23.011499,5.034297,2488715
1999-09-02,23.144699,23.144699,22.716600,23.021000,5.036375,1777274
1999-09-03,22.840300,22.840300,22.450300,22.469299,4.915677,1894767
1999-09-06,23.192301,23.192301,22.830799,23.153299,5.065320,1697465
1999-09-07,23.230301,23.230301,22.802200,22.859301,5.000998,1453212
1999-09-08,23.173201,23.173201,22.802200,23.029600,5.038257,1928265
1999-09-09,23.097099,23.097099,22.640499,22.726101,4.971859,2042387
1999-09-10,22.602501,22.602501,22.260000,22.355101,4.890694,2852213
1999-09-13,22.336100,22.336100,21.851000,21.927099,4.797060,3100365
1999-09-14,22.136299,22.136299,21.851000,22.122999,4.839916,2249406
1999-09-15,21.879499,21.879499,21.641701,21.641701,4.734621,3645028
1999-09-16,21.594101,21.594101,21.070900,21.108999,4.618081,5033191
1999-09-17,21.308701,21.308701,20.994801,21.013800,4.597254,4833693
1999-09-20,21.213600,21.213600,20.840700,20.840700,4.559384,2946622
1999-09-21,20.823601,20.823601,20.557199,20.728500,4.534838,4749809
1999-09-22,21.261200,21.261200,20.557199,21.261200,4.651378,5456438
1999-09-23,21.879499,21.879499,21.318199,21.851000,4.780410,3212384
1999-09-24,21.689199,21.689199,21.299200,21.594101,4.724208,4408372
1999-09-27,22.155399,22.155399,21.647400,21.879499,4.786644,2478275
1999-09-28,22.212500,22.212500,21.689199,22.033600,4.820359,2600224
1999-09-29,22.069700,22.069700,21.736799,21.768200,4.762297,1988754
1999-09-30,21.831900,21.831900,21.289700,21.338200,4.668224,2875399
1999-10-01,21.689199,22.003201,21.575100,21.974600,4.807451,3863497
1999-10-04,21.784401,22.041201,21.784401,21.831900,4.776233,1055016
1999-10-05,22.173401,22.174400,21.803400,21.831900,4.776233,3544120
1999-10-06,21.812901,21.812901,21.451401,21.499001,4.703402,3711153
1999-10-07,21.641701,22.022200,21.603600,21.803400,4.769997,4044338
1999-10-08,21.879499,22.117300,21.594101,21.974600,4.807451,1788172
1999-10-11,21.974600,22.526400,21.974600,22.450300,4.911521,4005895
1999-10-12,22.431200,22.688101,22.431200,22.497801,4.921913,2987864
1999-10-13,22.260000,22.402700,22.126801,22.393200,4.899029,2013047
1999-10-14,22.229601,22.440800,22.041201,22.359900,4.891745,3747943
1999-10-15,22.164900,22.317101,21.879499,21.962299,4.804760,2373369
1999-10-18,21.594101,21.736799,21.144199,21.144199,4.625781,2301382
1999-10-19,21.403900,21.403900,21.146999,21.146999,4.626395,3339070
1999-10-20,21.403900,21.689199,21.346800,21.538000,4.711933,2011894
1999-10-21,21.683500,21.736799,21.384800,21.432400,4.688831,3047818
1999-10-22,21.338200,21.480000,21.166000,21.316299,4.663432,3242863
1999-10-25,21.641701,21.708300,21.480000,21.622700,4.730464,1698452
1999-10-26,21.499001,21.527500,21.308701,21.465700,4.696116,2113602
1999-10-27,21.499001,21.565599,21.194599,21.480000,4.699246,2188415
1999-10-28,21.641701,21.917500,21.641701,21.898500,4.790802,3955728
1999-10-29,22.402700,23.173201,22.402700,23.021000,5.036375,14911860
1999-10-31,23.249300,23.677401,23.211300,23.677401,5.179976,3964878
1999-11-01,23.496700,23.734501,23.496700,23.648899,5.173741,1623262
1999-11-02,23.782101,24.257700,23.743999,24.200600,5.294439,2506344
1999-11-03,24.257700,24.466999,23.116199,23.258900,5.088420,5260219
1999-11-04,22.813700,22.813700,22.317101,22.402700,4.901107,8879138
1999-11-07,22.497801,22.640499,22.326599,22.559700,4.935455,5903492
1999-11-08,22.735600,22.925900,22.593000,22.640499,4.953132,4409788
1999-11-09,22.640499,23.116199,22.640499,22.954500,5.021826,4522860
1999-11-10,22.830799,23.306400,22.830799,23.087601,5.050945,3882551
1999-11-11,23.153299,23.315901,22.887899,22.898300,5.009532,9798454
1999-11-14,23.116199,23.116199,22.640499,22.839300,4.996623,4179693
1999-11-15,22.735600,22.992500,22.669100,22.749901,4.977068,3406601
1999-11-16,22.973499,23.106600,22.811800,22.878300,5.005157,3822812
1999-11-17,22.830799,23.116199,22.659500,23.059099,5.044710,3021616
1999-11-18,23.122801,23.315901,23.116199,23.211300,5.078009,3722573
1999-11-21,22.618601,22.735600,22.545401,22.609100,5.117430,6524391
1999-11-22,22.649099,22.688101,22.355101,22.488300,5.090089,3594303
1999-11-23,22.402700,22.402700,22.031700,22.117300,5.006114,2275311
1999-11-24,22.347500,22.347500,21.955601,22.088800,4.999664,2963821
1999-11-25,22.164900,22.193399,21.955601,22.145901,5.012588,4194616
1999-11-28,22.022200,22.117300,21.879499,21.931801,4.964128,1501986
1999-11-29,21.879499,21.889000,21.460899,21.594101,4.887691,2716484
1999-11-30,21.546600,21.717800,21.451401,21.667400,4.904282,2216355
1999-12-01,21.831900,21.993700,21.755800,21.879499,4.952288,3252213
1999-12-02,22.147800,22.147800,21.831900,21.860500,4.947989,2422868
1999-12-05,22.164900,22.164900,21.641701,21.822399,4.939363,4389042
1999-12-06,21.689199,21.727301,21.365801,21.594101,4.887691,4011258
1999-12-07,21.403900,21.879499,21.356300,21.651199,4.900615,1793320
1999-12-08,21.826200,21.879499,21.613100,21.632200,4.896315,2020430
1999-12-09,21.641701,21.641701,21.403900,21.613100,4.891993,2123904
1999-12-12,21.660700,21.803400,21.660700,21.784401,4.930764,1972017
1999-12-13,21.831900,21.908001,21.717800,21.803400,4.935065,3076045
1999-12-14,21.831900,21.908001,21.660700,21.851000,4.945839,2720222
1999-12-15,21.872801,22.022200,21.641701,21.927099,4.963064,2855988
1999-12-16,21.902300,21.974600,21.812901,21.898500,4.956590,2089990
1999-12-19,22.041201,22.107800,21.898500,22.031700,4.986739,1417026
1999-12-20,22.012699,22.012699,21.917500,21.974600,4.973815,1726924
1999-12-21,22.075500,22.212500,21.974600,22.041201,4.988889,1686091
1999-12-22,22.041201,22.050699,21.889000,21.917500,4.960890,1206824
1999-12-23,21.927099,22.012699,21.879499,21.993700,4.978137,2722854
1999-12-26,null,null,null,null,null,null
1999-12-27,null,null,null,null,null,null
1999-12-28,22.117300,22.164900,21.974600,22.069700,4.995340,516065
1999-12-29,22.172501,22.250500,22.069700,22.164900,5.016888,741268
1999-12-30,null,null,null,null,null,null
2000-01-02,null,null,null,null,null,null
2000-01-03,21.870001,21.879499,21.308701,21.403900,4.844640,3005390
2000-01-04,20.918699,21.099400,20.785500,20.975800,4.747743,4604126
2000-01-05,21.207899,21.213600,20.642799,20.642799,4.672370,2574907
2000-01-06,20.738001,20.880600,20.623800,20.823601,4.713293,3028994
2000-01-09,21.213600,21.356300,21.023300,21.118500,4.780042,2842488
2000-01-10,21.213600,21.213600,20.738001,20.738001,4.693918,2992870
2000-01-11,20.880600,20.928200,20.424000,20.576200,4.657297,5798813
2000-01-12,20.615200,20.928200,20.290899,20.386000,4.614245,5194144
2000-01-13,20.595301,20.838800,20.414499,20.838800,4.716733,4257032
2000-01-16,20.956800,21.908001,20.956800,21.889000,4.954439,3258022
2000-01-17,21.822399,22.250500,21.594101,22.212500,5.027661,2194173
2000-01-18,22.070700,22.070700,21.793900,21.831900,4.941516,2220848
2000-01-19,21.843300,21.927099,21.375299,21.428600,4.850231,2623942
2000-01-20,21.300200,21.300200,20.956800,20.985300,4.749894,2157856
2000-01-23,21.213600,21.974600,21.118500,21.594101,4.887691,2339474
2000-01-24,21.213600,21.318199,20.994801,21.194599,4.797266,3778721
2000-01-25,null,null,null,null,null,null
2000-01-26,21.213600,21.451401,20.623800,20.729401,4.691971,5715981
2000-01-27,21.052799,21.299200,20.699900,21.080400,4.771418,16688369
2000-01-30,20.833099,20.918699,20.642799,20.767500,4.700595,2469085
2000-01-31,21.006201,21.006201,20.671400,20.718901,4.689594,2497365
2000-02-01,20.928200,21.146999,20.623800,20.899700,4.730518,3560538
2000-02-02,20.816000,21.004299,20.452600,20.545799,4.650414,3261220
2000-02-03,20.743700,20.899700,20.443100,20.671400,4.678843,2429831
2000-02-06,20.738001,21.032900,20.738001,20.833099,4.715442,2075932
2000-02-07,20.833099,20.966299,20.623800,20.738001,4.693918,3190925
2000-02-08,20.979601,21.023300,20.814100,20.852100,4.719744,4751793
2000-02-09,20.823601,20.852100,20.690399,20.775999,4.702519,8403943
2000-02-10,20.718901,20.738001,20.500099,20.614300,4.665920,2182815
2000-02-13,20.480200,20.538200,20.262300,20.262300,4.586246,3080992
2000-02-14,20.443100,20.680901,20.167200,20.244200,4.582150,6193042
2000-02-15,20.520100,20.520100,19.720100,19.777201,4.476448,3472899
